state,district,subdistrict,village
karnataka,karnataka,karnataka,karnataka
karnataka,belgaum,belgaum,belgaum
karnataka,belgaum,chikodi,chikodi
karnataka,belgaum,chikodi,hadnal
karnataka,belgaum,chikodi,sulagaon
karnataka,belgaum,chikodi,mattiwade
karnataka,belgaum,chikodi,bhatnaganur
karnataka,belgaum,chikodi,kurli
karnataka,belgaum,chikodi,appachiwadi
karnataka,belgaum,chikodi,koganoli
karnataka,belgaum,chikodi,hanabarawadi
karnataka,belgaum,chikodi,hanchinal (k.s.)
karnataka,belgaum,chikodi,benadi
karnataka,belgaum,chikodi,bolewadi
karnataka,belgaum,chikodi,akkol
karnataka,belgaum,chikodi,padlihal
karnataka,belgaum,chikodi,lakhanapur
karnataka,belgaum,chikodi,jatrat
karnataka,belgaum,chikodi,adi
karnataka,belgaum,chikodi,bhivashi
karnataka,belgaum,chikodi,naganur
karnataka,belgaum,chikodi,yamagarni
karnataka,belgaum,chikodi,soundalga
karnataka,belgaum,chikodi,budihal
karnataka,belgaum,chikodi,kodni
karnataka,belgaum,chikodi,gayakanawadi
karnataka,belgaum,chikodi,shirguppi
karnataka,belgaum,chikodi,pangeri (b)
karnataka,belgaum,chikodi,budulmukh
karnataka,belgaum,chikodi,shendur
karnataka,belgaum,chikodi,gondikuppi
karnataka,belgaum,chikodi,yarnal
karnataka,belgaum,chikodi,nippani (rural)
karnataka,belgaum,chikodi,amalzari
karnataka,belgaum,chikodi,gavan
karnataka,belgaum,chikodi,tavadi
karnataka,belgaum,chikodi,manakapur
karnataka,belgaum,chikodi,kasanal
karnataka,belgaum,chikodi,donewadi
karnataka,belgaum,chikodi,boragaon
karnataka,belgaum,chikodi,boragaonwadi
karnataka,belgaum,chikodi,sadalaga (rural)
karnataka,belgaum,chikodi,janwad
karnataka,belgaum,chikodi,shiradwad
karnataka,belgaum,chikodi,karadaga
karnataka,belgaum,chikodi,barwad
karnataka,belgaum,chikodi,mangur
karnataka,belgaum,chikodi,kunnur
karnataka,belgaum,chikodi,gajabarwadi
karnataka,belgaum,chikodi,shivapurawadi
karnataka,belgaum,chikodi,bhoj
karnataka,belgaum,chikodi,hunnaragi
karnataka,belgaum,chikodi,sidnal
karnataka,belgaum,chikodi,mamadapur (kl)
karnataka,belgaum,chikodi,bhimapurwadi
karnataka,belgaum,chikodi,galatga
karnataka,belgaum,chikodi,dilalapurwadi
karnataka,belgaum,chikodi,bedkihal
karnataka,belgaum,chikodi,shamanewadi
karnataka,belgaum,chikodi,nej
karnataka,belgaum,chikodi,nagaral
karnataka,belgaum,chikodi,nanadiwadi
karnataka,belgaum,chikodi,nanadi
karnataka,belgaum,chikodi,malikwad
karnataka,belgaum,chikodi,examba
karnataka,belgaum,chikodi,kallol
karnataka,belgaum,chikodi,yadyanawadi
karnataka,belgaum,chikodi,yadurwadi
karnataka,belgaum,chikodi,chandur
karnataka,belgaum,chikodi,chandur - tek
karnataka,belgaum,chikodi,yadur
karnataka,belgaum,chikodi,hosa yedur
karnataka,belgaum,chikodi,ingali
karnataka,belgaum,chikodi,manjari
karnataka,belgaum,chikodi,manjariwadi
karnataka,belgaum,chikodi,ankali
karnataka,belgaum,chikodi,shiddapurwadi
karnataka,belgaum,chikodi,kadapur
karnataka,belgaum,chikodi,jodakurli
karnataka,belgaum,chikodi,kerur
karnataka,belgaum,chikodi,roopanal
karnataka,belgaum,chikodi,hirekudi
karnataka,belgaum,chikodi,chikodi (rural)
karnataka,belgaum,chikodi,kuppanawadi
karnataka,belgaum,chikodi,girgaon
karnataka,belgaum,chikodi,shirgaon
karnataka,belgaum,chikodi,shiragaonwadi
karnataka,belgaum,chikodi,khadaklat
karnataka,belgaum,chikodi,thapakarwadi
karnataka,belgaum,chikodi,pangire (a)
karnataka,belgaum,chikodi,rampur
karnataka,belgaum,chikodi,chikalwal
karnataka,belgaum,chikodi,manuchiwadi
karnataka,belgaum,chikodi,sankanwadi
karnataka,belgaum,chikodi,navalihal
karnataka,belgaum,chikodi,peerawadi
karnataka,belgaum,chikodi,pattankudi
karnataka,belgaum,chikodi,walki
karnataka,belgaum,chikodi,nainglaj
karnataka,belgaum,chikodi,dhulaganawadi
karnataka,belgaum,chikodi,kuthali
karnataka,belgaum,chikodi,kothali
karnataka,belgaum,chikodi,chinchani
karnataka,belgaum,chikodi,handyanwadi
karnataka,belgaum,chikodi,umrani
karnataka,belgaum,chikodi,itnal
karnataka,belgaum,chikodi,nagaramunnoli
karnataka,belgaum,chikodi,belkud
karnataka,belgaum,chikodi,bambalwad
karnataka,belgaum,chikodi,kungatolli
karnataka,belgaum,chikodi,karoshi
karnataka,belgaum,chikodi,jainapur
karnataka,belgaum,chikodi,toranahalli
karnataka,belgaum,chikodi,bidrahalli
karnataka,belgaum,chikodi,hattarwat
karnataka,belgaum,chikodi,mangnur
karnataka,belgaum,chikodi,wadral
karnataka,belgaum,chikodi,majalatti
karnataka,belgaum,chikodi,khajagoudanhatti
karnataka,belgaum,chikodi,mugali
karnataka,belgaum,chikodi,kamatyanahatti
karnataka,belgaum,chikodi,bennihalli
karnataka,belgaum,chikodi,karagaon
karnataka,belgaum,chikodi,donawad
karnataka,belgaum,chikodi,hanchinal (k.k.)
karnataka,belgaum,chikodi,belagali
karnataka,belgaum,chikodi,kenchanatti
karnataka,belgaum,chikodi,meerapurhatti
karnataka,belgaum,chikodi,kabbur
karnataka,belgaum,chikodi,jodatti
karnataka,belgaum,chikodi,vijayanagar
karnataka,belgaum,chikodi,pogatyanatti
karnataka,belgaum,chikodi,jaganur
karnataka,belgaum,chikodi,mamadapur (kk)
karnataka,belgaum,athni,athni
karnataka,belgaum,athni,pandegaon
karnataka,belgaum,athni,khilegaon
karnataka,belgaum,athni,ajur
karnataka,belgaum,athni,anantapur
karnataka,belgaum,athni,malabad
karnataka,belgaum,athni,bevanoor
karnataka,belgaum,athni,tawashi
karnataka,belgaum,athni,naganur p.a.
karnataka,belgaum,athni,shirur
karnataka,belgaum,athni,sambaragi
karnataka,belgaum,athni,aralihatti
karnataka,belgaum,athni,bammanal
karnataka,belgaum,athni,vishnuvadi
karnataka,belgaum,athni,jakkaratti
karnataka,belgaum,athni,jambagi
karnataka,belgaum,athni,kallotti
karnataka,belgaum,athni,kiranagi
karnataka,belgaum,athni,balligeri
karnataka,belgaum,athni,gundewadi
karnataka,belgaum,athni,shivanoor
karnataka,belgaum,athni,madabhavi
karnataka,belgaum,athni,tevaratti
karnataka,belgaum,athni,siddewadi
karnataka,belgaum,athni,hanamapur
karnataka,belgaum,athni,agrani-ingalgaon
karnataka,belgaum,athni,abbihal
karnataka,belgaum,athni,parthanahalli
karnataka,belgaum,athni,mavinahatti
karnataka,belgaum,athni,chamakeri
karnataka,belgaum,athni,bedarahatti
karnataka,belgaum,athni,kagawad
karnataka,belgaum,athni,mangavati
karnataka,belgaum,athni,jugul
karnataka,belgaum,athni,shahapur
karnataka,belgaum,athni,shiraguppi
karnataka,belgaum,athni,molwad
karnataka,belgaum,athni,kusnal
karnataka,belgaum,athni,ugar budruk
karnataka,belgaum,athni,ugar khurd
karnataka,belgaum,athni,farida khanawadi
karnataka,belgaum,athni,shedbal
karnataka,belgaum,athni,lokur
karnataka,belgaum,athni,mangasuli
karnataka,belgaum,athni,kempwad
karnataka,belgaum,athni,navalihal
karnataka,belgaum,athni,koulgudd
karnataka,belgaum,athni,mole
karnataka,belgaum,athni,katral
karnataka,belgaum,athni,ainapur
karnataka,belgaum,athni,krishna kittur
karnataka,belgaum,athni,banajawad
karnataka,belgaum,athni,muragundi
karnataka,belgaum,athni,masarguppi
karnataka,belgaum,athni,devaradderahatti
karnataka,belgaum,athni,athani (rural) (part)
karnataka,belgaum,athni,tangadi
karnataka,belgaum,athni,shinal
karnataka,belgaum,athni,sankonahatti
karnataka,belgaum,athni,hulagabali
karnataka,belgaum,athni,nadi-ingalgaon
karnataka,belgaum,athni,teerth
karnataka,belgaum,athni,saptasagar
karnataka,belgaum,athni,chikkud
karnataka,belgaum,athni,darur
karnataka,belgaum,athni,halyal
karnataka,belgaum,athni,avarkhod
karnataka,belgaum,athni,naganur p.k.
karnataka,belgaum,athni,khavatkoppa
karnataka,belgaum,athni,sankaratti
karnataka,belgaum,athni,shegunshi
karnataka,belgaum,athni,dodwad
karnataka,belgaum,athni,satti
karnataka,belgaum,athni,radderahatti
karnataka,belgaum,athni,nandeshwar
karnataka,belgaum,athni,mahishwadgi
karnataka,belgaum,athni,janawad
karnataka,belgaum,athni,savadi
karnataka,belgaum,athni,ramateerth
karnataka,belgaum,athni,kakamari
karnataka,belgaum,athni,kottalgi
karnataka,belgaum,athni,bannur
karnataka,belgaum,athni,telsang
karnataka,belgaum,athni,kannal
karnataka,belgaum,athni,fadatarawadi
karnataka,belgaum,athni,aigali
karnataka,belgaum,athni,kohalli
karnataka,belgaum,athni,keskaradaddi
karnataka,belgaum,athni,adalatti
karnataka,belgaum,athni,adahalli
karnataka,belgaum,athni,yelihadalagi
karnataka,belgaum,athni,yakkanchi
karnataka,belgaum,athni,badachi
karnataka,belgaum,athni,desairatti
karnataka,belgaum,athni,khotanatti
karnataka,belgaum,athni,aratal
karnataka,belgaum,athni,halalli
karnataka,belgaum,athni,badagi
karnataka,belgaum,athni,yallammawadi
karnataka,belgaum,athni,dhabadhabahatti
karnataka,belgaum,athni,kokatnoor
karnataka,belgaum,athni,buralatti
karnataka,belgaum,athni,katageri
karnataka,belgaum,athni,kodaganoor
karnataka,belgaum,athni,nandagaon
karnataka,belgaum,athni,ghatanatti
karnataka,belgaum,athni,balawad
karnataka,belgaum,athni,shirahatti
karnataka,belgaum,athni,junjarwad
karnataka,belgaum,athni,suttatti
karnataka,belgaum,athni,athni (og) (part)
karnataka,belgaum,raybag,raybag
karnataka,belgaum,raybag,soundatti
karnataka,belgaum,raybag,diggewadi (old)
karnataka,belgaum,raybag,jalalpur
karnataka,belgaum,raybag,bhiradi
karnataka,belgaum,raybag,chinchali
karnataka,belgaum,raybag,raibag (rural)
karnataka,belgaum,raybag,kanchakarawadi
karnataka,belgaum,raybag,yadrav
karnataka,belgaum,raybag,nasalapur
karnataka,belgaum,raybag,nandikurali
karnataka,belgaum,raybag,kempatti
karnataka,belgaum,raybag,mekhali
karnataka,belgaum,raybag,maradi
karnataka,belgaum,raybag,devanakatti
karnataka,belgaum,raybag,budihal
karnataka,belgaum,raybag,bavachi
karnataka,belgaum,raybag,hubbarwadi
karnataka,belgaum,raybag,nagaral
karnataka,belgaum,raybag,bommanal
karnataka,belgaum,raybag,biranal
karnataka,belgaum,raybag,byakud
karnataka,belgaum,raybag,mavinhonda
karnataka,belgaum,raybag,girinaikwadi
karnataka,belgaum,raybag,jodahatti
karnataka,belgaum,raybag,bhendwad
karnataka,belgaum,raybag,mantur
karnataka,belgaum,raybag,nipanal
karnataka,belgaum,raybag,kankanawadi
karnataka,belgaum,raybag,kudachi (rural)
karnataka,belgaum,raybag,gundwad
karnataka,belgaum,raybag,shiragur
karnataka,belgaum,raybag,paramanandwadi
karnataka,belgaum,raybag,khemalapur
karnataka,belgaum,raybag,yelpratti
karnataka,belgaum,raybag,siddapur
karnataka,belgaum,raybag,koligudda
karnataka,belgaum,raybag,yabaratti
karnataka,belgaum,raybag,harugeri
karnataka,belgaum,raybag,badabyakud
karnataka,belgaum,raybag,alakhanur
karnataka,belgaum,raybag,nilaji
karnataka,belgaum,raybag,suttatti
karnataka,belgaum,raybag,morab
karnataka,belgaum,raybag,bekkeri
karnataka,belgaum,raybag,nidagundi
karnataka,belgaum,raybag,alagawadi
karnataka,belgaum,raybag,bastwad
karnataka,belgaum,raybag,hidakal
karnataka,belgaum,raybag,mugalkhod
karnataka,belgaum,raybag,khanadal
karnataka,belgaum,raybag,savasuddi
karnataka,belgaum,raybag,katakbhavi
karnataka,belgaum,raybag,devapurhatti
karnataka,belgaum,raybag,itanal
karnataka,belgaum,raybag,marakudi
karnataka,belgaum,raybag,palbhavi
karnataka,belgaum,raybag,sultanpur
karnataka,belgaum,raybag,handigund
karnataka,belgaum,raybag,kappalguddi
karnataka,belgaum,gokak,gokak
karnataka,belgaum,gokak,dandapur
karnataka,belgaum,gokak,tukkanatti
karnataka,belgaum,gokak,naganur
karnataka,belgaum,gokak,mudalgi (rural)
karnataka,belgaum,gokak,gurlapur
karnataka,belgaum,gokak,hallur
karnataka,belgaum,gokak,shivapur
karnataka,belgaum,gokak,khanatti
karnataka,belgaum,gokak,munyal
karnataka,belgaum,gokak,kamaladinni
karnataka,belgaum,gokak,rangapur
karnataka,belgaum,gokak,dharmatti
karnataka,belgaum,gokak,patagundi
karnataka,belgaum,gokak,gujanatti
karnataka,belgaum,gokak,jokanatti
karnataka,belgaum,gokak,kallolli
karnataka,belgaum,gokak,rajapur
karnataka,belgaum,gokak,duradundi
karnataka,belgaum,gokak,ganeshwadi
karnataka,belgaum,gokak,badigwad
karnataka,belgaum,gokak,pamaladinni
karnataka,belgaum,gokak,mallapur (p.g.)
karnataka,belgaum,gokak,khanapur
karnataka,belgaum,gokak,mutnal
karnataka,belgaum,gokak,nandagaon
karnataka,belgaum,gokak,konnur (rural)
karnataka,belgaum,gokak,molmanatti
karnataka,belgaum,gokak,dhupadal
karnataka,belgaum,gokak,shindikurbet
karnataka,belgaum,gokak,arabhavi
karnataka,belgaum,gokak,lolasur
karnataka,belgaum,gokak,basaligundi
karnataka,belgaum,gokak,nallanatti
karnataka,belgaum,gokak,sanganakeri
karnataka,belgaum,gokak,hanamapur
karnataka,belgaum,gokak,balobal
karnataka,belgaum,gokak,beerangaddi
karnataka,belgaum,gokak,hunshyal (p.g.)
karnataka,belgaum,gokak,waderatti
karnataka,belgaum,gokak,fulagaddi
karnataka,belgaum,gokak,masaguppi
karnataka,belgaum,gokak,godachinamalaki
karnataka,belgaum,gokak,shingalapur
karnataka,belgaum,gokak,gokak (rural)
karnataka,belgaum,gokak,maladinni
karnataka,belgaum,gokak,upparatti
karnataka,belgaum,gokak,maradishivapur
karnataka,belgaum,gokak,mamadapur
karnataka,belgaum,gokak,ajjanakatti
karnataka,belgaum,gokak,benachinamaradi
karnataka,belgaum,gokak,kolavi
karnataka,belgaum,gokak,tavag
karnataka,belgaum,gokak,benachinamardi
karnataka,belgaum,gokak,urabinahatti
karnataka,belgaum,gokak,shigiholi
karnataka,belgaum,gokak,gaddiholi
karnataka,belgaum,gokak,kundargi
karnataka,belgaum,gokak,dhasanatti
karnataka,belgaum,gokak,musalamari
karnataka,belgaum,gokak,mallapur. s.a.
karnataka,belgaum,gokak,dum urabinahatti
karnataka,belgaum,gokak,akkatangerahal
karnataka,belgaum,gokak,madawal
karnataka,belgaum,gokak,iranattti
karnataka,belgaum,gokak,telaginahatti
karnataka,belgaum,gokak,kaitanal
karnataka,belgaum,gokak,ginimar hosur
karnataka,belgaum,gokak,hulikatti
karnataka,belgaum,gokak,panchanaikanatti
karnataka,belgaum,gokak,chikkanandi
karnataka,belgaum,gokak,herenandi
karnataka,belgaum,gokak,makkalageri
karnataka,belgaum,gokak,pudakalkatti
karnataka,belgaum,gokak,khanagaon
karnataka,belgaum,gokak,midakanatti
karnataka,belgaum,gokak,rajanakatti
karnataka,belgaum,gokak,arabhavi-dhavalatti
karnataka,belgaum,gokak,ankalgi
karnataka,belgaum,gokak,lagameshwar
karnataka,belgaum,gokak,gujanal
karnataka,belgaum,gokak,yaddalgudd
karnataka,belgaum,gokak,budihal
karnataka,belgaum,gokak,suladhal
karnataka,belgaum,gokak,panjanatti
karnataka,belgaum,gokak,kesappanatti
karnataka,belgaum,gokak,nabapur
karnataka,belgaum,gokak,devagoudanahatti
karnataka,belgaum,gokak,shiltibhavi
karnataka,belgaum,gokak,hirehatti
karnataka,belgaum,gokak,jamanal
karnataka,belgaum,gokak,hunshyal (p.y.)
karnataka,belgaum,gokak,bisanakoppa
karnataka,belgaum,gokak,dhavaleshwar
karnataka,belgaum,gokak,aralimatti
karnataka,belgaum,gokak,avaradi
karnataka,belgaum,gokak,hale yaragudri
karnataka,belgaum,gokak,venkatapur
karnataka,belgaum,gokak,yaragudri
karnataka,belgaum,gokak,gulaganjikoppa
karnataka,belgaum,gokak,kamankatti
karnataka,belgaum,gokak,kopadatti
karnataka,belgaum,gokak,yadwad
karnataka,belgaum,gokak,timmapur
karnataka,belgaum,gokak,kuligod
karnataka,belgaum,gokak,hosatti
karnataka,belgaum,gokak,bairanatti
karnataka,belgaum,gokak,sunadholi
karnataka,belgaum,gokak,lakshmeshwar
karnataka,belgaum,gokak,honakuppi
karnataka,belgaum,gokak,shiddapurahatti
karnataka,belgaum,gokak,tigadi
karnataka,belgaum,gokak,talakatnal
karnataka,belgaum,gokak,udagatti
karnataka,belgaum,gokak,hadiginal
karnataka,belgaum,gokak,kalarkoppa
karnataka,belgaum,gokak,melavanki
karnataka,belgaum,gokak,chigadolli
karnataka,belgaum,gokak,adibatti
karnataka,belgaum,gokak,tapashi
karnataka,belgaum,gokak,betageri
karnataka,belgaum,gokak,kemmankol
karnataka,belgaum,gokak,kaparatti
karnataka,belgaum,gokak,bilakundi
karnataka,belgaum,gokak,gosabal
karnataka,belgaum,gokak,bagarnal
karnataka,belgaum,gokak,mannikeri
karnataka,belgaum,gokak,koujalgi
karnataka,belgaum,gokak,radderatti
karnataka,belgaum,gokak,kalliguddi
karnataka,belgaum,hukeri,hukeri
karnataka,belgaum,hukeri,shippur
karnataka,belgaum,hukeri,hittani
karnataka,belgaum,hukeri,mattiwade
karnataka,belgaum,hukeri,naganur k.s.
karnataka,belgaum,hukeri,rashing
karnataka,belgaum,hukeri,bugatealur
karnataka,belgaum,hukeri,hadalga
karnataka,belgaum,hukeri,bhairapur
karnataka,belgaum,hukeri,shekinhosur
karnataka,belgaum,hukeri,konankeri
karnataka,belgaum,hukeri,honnihalli
karnataka,belgaum,hukeri,kanagale
karnataka,belgaum,hukeri,karajage
karnataka,belgaum,hukeri,sollapur
karnataka,belgaum,hukeri,haragapur
karnataka,belgaum,hukeri,bad
karnataka,belgaum,hukeri,alur (k.m)
karnataka,belgaum,hukeri,akkiwat
karnataka,belgaum,hukeri,kesti
karnataka,belgaum,hukeri,borgal
karnataka,belgaum,hukeri,amminbhavi
karnataka,belgaum,hukeri,handigud
karnataka,belgaum,hukeri,ammanagi
karnataka,belgaum,hukeri,nidasoshi
karnataka,belgaum,hukeri,ankale
karnataka,belgaum,hukeri,sankeshwar (r)
karnataka,belgaum,hukeri,kamatanur
karnataka,belgaum,hukeri,nerli
karnataka,belgaum,hukeri,masarguppi
karnataka,belgaum,hukeri,gavanal
karnataka,belgaum,hukeri,gotur
karnataka,belgaum,hukeri,hebbal
karnataka,belgaum,hukeri,kochari
karnataka,belgaum,hukeri,chikalgud
karnataka,belgaum,hukeri,u khanapur
karnataka,belgaum,hukeri,hanchinal
karnataka,belgaum,hukeri,kurniwadi
karnataka,belgaum,hukeri,kurni
karnataka,belgaum,hukeri,arjunwad
karnataka,belgaum,hukeri,yadgud
karnataka,belgaum,hukeri,shelapur
karnataka,belgaum,hukeri,bellambi
karnataka,belgaum,hukeri,shirhatti (bk)
karnataka,belgaum,hukeri,sarapur
karnataka,belgaum,hukeri,shirhatti (kh)
karnataka,belgaum,hukeri,bagewadi
karnataka,belgaum,hukeri,kadhatti
karnataka,belgaum,hukeri,shirdhan
karnataka,belgaum,hukeri,zangatihal
karnataka,belgaum,hukeri,gudas
karnataka,belgaum,hukeri,kotabagi
karnataka,belgaum,hukeri,hulloli
karnataka,belgaum,hukeri,hullolihatti
karnataka,belgaum,hukeri,hanjanatti
karnataka,belgaum,hukeri,yalimunoli
karnataka,belgaum,hukeri,jabapur (r)
karnataka,belgaum,hukeri,hukkeri (rural)
karnataka,belgaum,hukeri,madihalli
karnataka,belgaum,hukeri,raxi
karnataka,belgaum,hukeri,shiragaon
karnataka,belgaum,hukeri,awargol
karnataka,belgaum,hukeri,noginhal
karnataka,belgaum,hukeri,sultanpur
karnataka,belgaum,hukeri,beniwad
karnataka,belgaum,hukeri,madamakkanal
karnataka,belgaum,hukeri,bastawad
karnataka,belgaum,hukeri,goudawad
karnataka,belgaum,hukeri,badkundri
karnataka,belgaum,hukeri,yargatti
karnataka,belgaum,hukeri,yarnal
karnataka,belgaum,hukeri,hosur
karnataka,belgaum,hukeri,ingali
karnataka,belgaum,hukeri,hidkal
karnataka,belgaum,hukeri,hospet
karnataka,belgaum,hukeri,chilbhavi
karnataka,belgaum,hukeri,aralikatti
karnataka,belgaum,hukeri,shindihatti
karnataka,belgaum,hukeri,hattialur
karnataka,belgaum,hukeri,nadigudiketra
karnataka,belgaum,hukeri,ankalgudiketra
karnataka,belgaum,hukeri,ghodageri
karnataka,belgaum,hukeri,thanahattargi
karnataka,belgaum,hukeri,yemakanmardi
karnataka,belgaum,hukeri,jinaral
karnataka,belgaum,hukeri,gudaganahatti
karnataka,belgaum,hukeri,mastiholi
karnataka,belgaum,hukeri,dadabanahatti
karnataka,belgaum,hukeri,mangutti
karnataka,belgaum,hukeri,benakanholi
karnataka,belgaum,hukeri,bolasyanahatti
karnataka,belgaum,hukeri,naganur k.m.
karnataka,belgaum,hukeri,naganur k.d.
karnataka,belgaum,hukeri,aldhal
karnataka,belgaum,hukeri,bidrewadi
karnataka,belgaum,hukeri,attihal
karnataka,belgaum,hukeri,kot
karnataka,belgaum,hukeri,bellanki
karnataka,belgaum,hukeri,dhondagatti
karnataka,belgaum,hukeri,shettihalli
karnataka,belgaum,hukeri,salamwadi
karnataka,belgaum,hukeri,khavanewadi
karnataka,belgaum,hukeri,modage
karnataka,belgaum,hukeri,daddi
karnataka,belgaum,hukeri,ramewadi
karnataka,belgaum,hukeri,biranholi
karnataka,belgaum,hukeri,islampur
karnataka,belgaum,hukeri,shahabandar
karnataka,belgaum,hukeri,chikkaladinni
karnataka,belgaum,hukeri,gutaguddi
karnataka,belgaum,hukeri,gejapati
karnataka,belgaum,hukeri,rajakatti
karnataka,belgaum,hukeri,shirur
karnataka,belgaum,hukeri,hagedal
karnataka,belgaum,hukeri,basapur
karnataka,belgaum,hukeri,wantmuri
karnataka,belgaum,hukeri,yallapur
karnataka,belgaum,hukeri,karguppi
karnataka,belgaum,hukeri,bannibagi
karnataka,belgaum,hukeri,bagarnal
karnataka,belgaum,hukeri,rustumpur
karnataka,belgaum,hukeri,pachapur
karnataka,belgaum,hukeri,gumchinmardi
karnataka,belgaum,hukeri,mavanur
karnataka,belgaum,belgaum,parsenahatti
karnataka,belgaum,belgaum,sutagatti
karnataka,belgaum,belgaum,ningenhatti
karnataka,belgaum,belgaum,godihal
karnataka,belgaum,belgaum,bhutaramanahatti
karnataka,belgaum,belgaum,ramdurg
karnataka,belgaum,belgaum,halabhavi
karnataka,belgaum,belgaum,heggere
karnataka,belgaum,belgaum,bambarge
karnataka,belgaum,belgaum,kurihal (b.k)
karnataka,belgaum,belgaum,kurihal (k.h)
karnataka,belgaum,belgaum,kattanabhavi
karnataka,belgaum,belgaum,bodakyanhatti
karnataka,belgaum,belgaum,handiganur
karnataka,belgaum,belgaum,mahalenahatti
karnataka,belgaum,belgaum,chalvenahatti
karnataka,belgaum,belgaum,kedanur
karnataka,belgaum,belgaum,mannikeri
karnataka,belgaum,belgaum,agasage
karnataka,belgaum,belgaum,kadoli
karnataka,belgaum,belgaum,jafarwadi
karnataka,belgaum,belgaum,devagiri
karnataka,belgaum,belgaum,alatage
karnataka,belgaum,belgaum,goundawad (part)
karnataka,belgaum,belgaum,honaga
karnataka,belgaum,belgaum,bendi
karnataka,belgaum,belgaum,sonatti
karnataka,belgaum,belgaum,nandi
karnataka,belgaum,belgaum,dharanatti
karnataka,belgaum,belgaum,kenchanatti
karnataka,belgaum,belgaum,panagutti
karnataka,belgaum,belgaum,gutti
karnataka,belgaum,belgaum,harankol
karnataka,belgaum,belgaum,rangadholi
karnataka,belgaum,belgaum,hudali
karnataka,belgaum,belgaum,otamadu (kabalapur)
karnataka,belgaum,belgaum,kabalapur (bharmyanatti)
karnataka,belgaum,belgaum,karvinkumpi
karnataka,belgaum,belgaum,kalakhamb
karnataka,belgaum,belgaum,muchandi
karnataka,belgaum,belgaum,aste
karnataka,belgaum,belgaum,chandgad
karnataka,belgaum,belgaum,bekkinakeri
karnataka,belgaum,belgaum,attiwad
karnataka,belgaum,belgaum,maranhol
karnataka,belgaum,belgaum,gojage
karnataka,belgaum,belgaum,mannur
karnataka,belgaum,belgaum,ambewadi
karnataka,belgaum,belgaum,sulge (uchagaon)
karnataka,belgaum,belgaum,kallehol
karnataka,belgaum,belgaum,uchagaon
karnataka,belgaum,belgaum,basurte
karnataka,belgaum,belgaum,turamari
karnataka,belgaum,belgaum,bachi
karnataka,belgaum,belgaum,kudremani
karnataka,belgaum,belgaum,sonoli
karnataka,belgaum,belgaum,belgundi
karnataka,belgaum,belgaum,bokanur
karnataka,belgaum,belgaum,savagaon
karnataka,belgaum,belgaum,mandoli
karnataka,belgaum,belgaum,hangarge
karnataka,belgaum,belgaum,bijagarni
karnataka,belgaum,belgaum,kavlewadi
karnataka,belgaum,belgaum,yalebail
karnataka,belgaum,belgaum,rakaskop
karnataka,belgaum,belgaum,dhamne s.bailur
karnataka,belgaum,belgaum,belvatti
karnataka,belgaum,belgaum,badas (inam)
karnataka,belgaum,belgaum,baknur
karnataka,belgaum,belgaum,kiniye
karnataka,belgaum,belgaum,karle
karnataka,belgaum,belgaum,navage
karnataka,belgaum,belgaum,janewadi
karnataka,belgaum,belgaum,kuttalawadi
karnataka,belgaum,belgaum,santibastawad
karnataka,belgaum,belgaum,bahadarwadi
karnataka,belgaum,belgaum,ranakunde
karnataka,belgaum,belgaum,waghawade
karnataka,belgaum,belgaum,desur
karnataka,belgaum,belgaum,sulge (yellur)
karnataka,belgaum,belgaum,rajahansagad
karnataka,belgaum,belgaum,nandihalli
karnataka,belgaum,belgaum,nagenahatti
karnataka,belgaum,belgaum,zad-shahapur
karnataka,belgaum,belgaum,dhamane s.belgaum
karnataka,belgaum,belgaum,yaramale
karnataka,belgaum,belgaum,khanagaon (k.h.)
karnataka,belgaum,belgaum,khanagaon (b.k)
karnataka,belgaum,belgaum,chandur
karnataka,belgaum,belgaum,tumarguddi
karnataka,belgaum,belgaum,karadiguddi
karnataka,belgaum,belgaum,marihal
karnataka,belgaum,belgaum,yaddalabhavi-hatti
karnataka,belgaum,belgaum,modge
karnataka,belgaum,belgaum,balekundri (b.k)
karnataka,belgaum,belgaum,honnihal
karnataka,belgaum,belgaum,balekundri (k.h)
karnataka,belgaum,belgaum,nilaji
karnataka,belgaum,belgaum,shindoli (part)
karnataka,belgaum,belgaum,basarikatti
karnataka,belgaum,belgaum,mavinakatti
karnataka,belgaum,belgaum,chandanhosur
karnataka,belgaum,belgaum,tarihal
karnataka,belgaum,belgaum,mastamardi
karnataka,belgaum,belgaum,halaga
karnataka,belgaum,belgaum,bastawad
karnataka,belgaum,belgaum,shaganamatti
karnataka,belgaum,belgaum,kondaskoppa
karnataka,belgaum,belgaum,kamakarahatti
karnataka,belgaum,belgaum,kolikopp
karnataka,belgaum,belgaum,hulikatti
karnataka,belgaum,belgaum,bassapur
karnataka,belgaum,belgaum,aralikatti
karnataka,belgaum,belgaum,bagewadi
karnataka,belgaum,belgaum,sutgatti (ah)
karnataka,belgaum,belgaum,kanvi karvinakoppa
karnataka,belgaum,belgaum,ankalagi (badalankalagi)
karnataka,belgaum,belgaum,hulikavi
karnataka,belgaum,belgaum,bhendigeri
karnataka,belgaum,belgaum,gajapati
karnataka,belgaum,belgaum,badas (k.h)
karnataka,belgaum,belgaum,kukadoli
karnataka,belgaum,belgaum,virapankoppa
karnataka,belgaum,belgaum,mutnal
karnataka,belgaum,belgaum,kakati (ct)
