state,district,subdistrict,village
karnataka,bidar,basavakalyan,koudihal (sadak)
karnataka,bidar,basavakalyan,mangrool
karnataka,bidar,basavakalyan,islampur
karnataka,bidar,basavakalyan,yerbagh
karnataka,bidar,basavakalyan,lingadhalli
karnataka,bidar,basavakalyan,kherda (b)
karnataka,bidar,basavakalyan,dhanura (raj)
karnataka,bidar,basavakalyan,pandargera
karnataka,bidar,basavakalyan,sadlapur
karnataka,bidar,basavakalyan,manhalli
karnataka,bidar,basavakalyan,ghotala
karnataka,bidar,basavakalyan,jajanmugli
karnataka,bidar,basavakalyan,ramteerth (k)
karnataka,bidar,basavakalyan,umapur
karnataka,bidar,basavakalyan,halli
karnataka,bidar,basavakalyan,sastapur
karnataka,bidar,basavakalyan,mirzapur
karnataka,bidar,basavakalyan,atlapur
karnataka,bidar,basavakalyan,mantala
karnataka,bidar,basavakalyan,chandakpur
karnataka,bidar,basavakalyan,kamlewadi
karnataka,bidar,basavakalyan,urki
karnataka,bidar,basavakalyan,chittakaldev
karnataka,bidar,basavakalyan,honnali
karnataka,bidar,basavakalyan,handriyal (raj)
karnataka,bidar,basavakalyan,wadderga
karnataka,bidar,basavakalyan,algood
karnataka,bidar,basavakalyan,gundur
karnataka,bidar,basavakalyan,hipparga ghat
karnataka,bidar,basavakalyan,ilhal
karnataka,bidar,basavakalyan,ekamba
karnataka,bidar,basavakalyan,dhamuri
karnataka,bidar,basavakalyan,ujlam
karnataka,bidar,basavakalyan,bhosga
karnataka,bidar,basavakalyan,mankhed
karnataka,bidar,basavakalyan,siruri
karnataka,bidar,basavakalyan,bhaknal
karnataka,bidar,basavakalyan,gadlegaon (k)
karnataka,bidar,basavakalyan,sirgur
karnataka,bidar,basavakalyan,ramteerth (dubulgundi)
karnataka,bidar,basavakalyan,ladwanti
karnataka,bidar,basavakalyan,chikotta(b)
karnataka,bidar,basavakalyan,batgera
karnataka,bidar,basavakalyan,hattarga (sarhad)
karnataka,bidar,basavakalyan,chitkota (k)
karnataka,bidar,basavakalyan,gilagili
karnataka,bidar,basavakalyan,attur
karnataka,bidar,basavakalyan,kohinoor
karnataka,bidar,basavakalyan,yeladgundi
karnataka,bidar,basavakalyan,saidapur
karnataka,bidar,basavakalyan,hatyal
karnataka,bidar,basavakalyan,bagduri
karnataka,bidar,basavakalyan,khanapur b
karnataka,bidar,basavakalyan,mudbi
karnataka,bidar,basavakalyan,sungahana
karnataka,bidar,basavakalyan,kinni (sevanagar)
karnataka,bidar,basavakalyan,hiranagaon
karnataka,bidar,basavakalyan,chicknagaon
karnataka,bidar,basavakalyan,eklora
karnataka,bidar,basavakalyan,hamunagar
karnataka,bidar,basavakalyan,harkud
karnataka,bidar,basavakalyan,sarjawalga
karnataka,bidar,basavakalyan,siragapur
karnataka,bidar,basavakalyan,gadlegaon (b)
karnataka,bidar,basavakalyan,kherda (k)
karnataka,bidar,basavakalyan,maisalga
karnataka,bidar,basavakalyan,yelwanti
karnataka,bidar,basavakalyan,janwada
karnataka,bidar,basavakalyan,hipparga(bag)
karnataka,bidar,basavakalyan,kalkora
karnataka,bidar,bhalki,bhalki
karnataka,bidar,bhalki,tugaonhalsi
karnataka,bidar,bhalki,alwai
karnataka,bidar,bhalki,yellammawadi
karnataka,bidar,bhalki,mankeshwar
karnataka,bidar,bhalki,atterga
karnataka,bidar,bhalki,gunjarga
karnataka,bidar,bhalki,srimali
karnataka,bidar,bhalki,bolegaon
karnataka,bidar,bhalki,nardasangam
karnataka,bidar,bhalki,mehkar
karnataka,bidar,bhalki,wanjarkhada
karnataka,bidar,bhalki,jamkhandi
karnataka,bidar,bhalki,kongli
karnataka,bidar,bhalki,jirgyal
karnataka,bidar,bhalki,wagalgaon
karnataka,bidar,bhalki,khudawandpur
karnataka,bidar,bhalki,saigaon
karnataka,bidar,bhalki,halsilakmadevi
karnataka,bidar,bhalki,inchur
karnataka,bidar,bhalki,kesarjawalga
karnataka,bidar,bhalki,rachappagondgaon
karnataka,bidar,bhalki,kuntegaon
karnataka,bidar,bhalki,ladha
karnataka,bidar,bhalki,kalsar tugaon
karnataka,bidar,bhalki,kasara tugaon wadi
karnataka,bidar,bhalki,shivani
karnataka,bidar,bhalki,lakhangaon
karnataka,bidar,bhalki,atnoor
karnataka,bidar,bhalki,sompur
karnataka,bidar,bhalki,talwada (maratha)
karnataka,bidar,bhalki,kaknal
karnataka,bidar,bhalki,bhatsangvi
karnataka,bidar,bhalki,thamgyal wadi
karnataka,bidar,bhalki,lanjwada
karnataka,bidar,bhalki,dongapur
karnataka,bidar,bhalki,alandi
karnataka,bidar,bhalki,hunjialandi
karnataka,bidar,bhalki,hachi kamath
karnataka,bidar,bhalki,methimelkunda
karnataka,bidar,bhalki,methimelkunda wadi
karnataka,bidar,bhalki,bhatambra
karnataka,bidar,bhalki,telgaon
karnataka,bidar,bhalki,jaigaon
karnataka,bidar,bhalki,shamsheerpur
karnataka,bidar,bhalki,kalasdhal
karnataka,bidar,bhalki,beeri
karnataka,bidar,bhalki,beeri (k)
karnataka,bidar,bhalki,nagral
karnataka,bidar,bhalki,kodli
karnataka,bidar,bhalki,nittur
karnataka,bidar,bhalki,hajnal
karnataka,bidar,bhalki,gornal
karnataka,bidar,bhalki,kotgiyal
karnataka,bidar,bhalki,mural
karnataka,bidar,bhalki,walsang
karnataka,bidar,bhalki,ambesangu
karnataka,bidar,bhalki,siddapur
karnataka,bidar,bhalki,hupla
karnataka,bidar,bhalki,keroor
karnataka,bidar,bhalki,balur
karnataka,bidar,bhalki,chandapur
karnataka,bidar,bhalki,ahmadabad
karnataka,bidar,bhalki,jainapur
karnataka,bidar,bhalki,khasimpur
karnataka,bidar,bhalki,dongargi
karnataka,bidar,bhalki,gorchincholi
karnataka,bidar,bhalki,nideban
karnataka,bidar,bhalki,anandwadi
karnataka,bidar,bhalki,kotgiyalwadi
karnataka,bidar,bhalki,ganeshpurwadi
karnataka,bidar,bhalki,eklaspur
karnataka,bidar,bhalki,gubyal
karnataka,bidar,bhalki,koroor
karnataka,bidar,bhalki,kotgira
karnataka,bidar,bhalki,madkatti
karnataka,bidar,bhalki,ramteerthwadi
karnataka,bidar,bhalki,bhalki (r)
karnataka,bidar,bhalki,kadlabad
karnataka,bidar,bhalki,dharajwadi
karnataka,bidar,bhalki,kardhyal
karnataka,bidar,bhalki,talwada (k)
karnataka,bidar,bhalki,saidapurwadi
karnataka,bidar,bhalki,dadgi
karnataka,bidar,bhalki,badjawalga
karnataka,bidar,bhalki,harnal
karnataka,bidar,bhalki,kelwadi
karnataka,bidar,bhalki,kuntesirsi
karnataka,bidar,bhalki,chikalchanda
karnataka,bidar,bhalki,maroor
karnataka,bidar,bhalki,joldabka
karnataka,bidar,bhalki,siddeshwar
karnataka,bidar,bhalki,halgorta
karnataka,bidar,bhalki,honnalli
karnataka,bidar,bhalki,morambi
karnataka,bidar,bhalki,ucha
karnataka,bidar,bhalki,bylhalli
karnataka,bidar,bhalki,warwatti
karnataka,bidar,bhalki,mavinhalli
karnataka,bidar,bhalki,nawadgi
karnataka,bidar,bhalki,kaplapur
karnataka,bidar,bhalki,kurubkhelgi
karnataka,bidar,bhalki,dawargaon
karnataka,bidar,bhalki,yenkura
karnataka,bidar,bhalki,bardapur
karnataka,bidar,bhalki,khatak chincholi
karnataka,bidar,bhalki,secundrabad
karnataka,bidar,bhalki,masimadu
karnataka,bidar,bhalki,nelwad
karnataka,bidar,bhalki,chitta
karnataka,bidar,bhalki,chalkapur
karnataka,bidar,bhalki,tugaon (chalkapur)
karnataka,bidar,bhalki,kommelkunda
karnataka,bidar,bhalki,paigampur
karnataka,bidar,bhalki,nagoor
karnataka,bidar,bhalki,allabad
karnataka,bidar,bhalki,kosam
karnataka,bidar,bhalki,halhipperga
karnataka,bidar,bhalki,halbarga
karnataka,bidar,bhalki,tarnalli
karnataka,bidar,bhalki,nelgi
karnataka,bidar,bhalki,janti
karnataka,bidar,bhalki,dhanura
karnataka,bidar,bhalki,sevanagar
karnataka,bidar,bhalki,khanapur
karnataka,bidar,bhalki,malchapur
karnataka,bidar,bhalki,rudnoor
karnataka,bidar,bhalki,kanji
karnataka,bidar,bhalki,hunji (k)
karnataka,bidar,bhalki,godihipperga
karnataka,bidar,bhalki,nirmanhalli
karnataka,bidar,bhalki,byalhalli
karnataka,bidar,bhalki,kamalpur
karnataka,bidar,bhalki,halhalli
karnataka,bidar,aurad,aurad
karnataka,bidar,aurad,chikli udgir
karnataka,bidar,aurad,mukhed
karnataka,bidar,aurad,nandi bijalgaon
karnataka,bidar,aurad,bawalgaon
karnataka,bidar,aurad,hokrana
karnataka,bidar,aurad,muthkhed (chondi mukhed)
karnataka,bidar,aurad,aknapur
karnataka,bidar,aurad,ganganbeed
karnataka,bidar,aurad,ganeshpur (udgir)
karnataka,bidar,aurad,dabka(chawar)
karnataka,bidar,aurad,kherda(b)
karnataka,bidar,aurad,sawargaon
karnataka,bidar,aurad,hangerga
karnataka,bidar,aurad,bonthi
karnataka,bidar,aurad,lingi
karnataka,bidar,aurad,bhandar kumta
karnataka,bidar,aurad,chimegaon
karnataka,bidar,aurad,wagangera
karnataka,bidar,aurad,murki
karnataka,bidar,aurad,handikhera
karnataka,bidar,aurad,daregaon
karnataka,bidar,aurad,malegaon
karnataka,bidar,aurad,sangnal
karnataka,bidar,aurad,karkhiyal
karnataka,bidar,aurad,dangargaon
karnataka,bidar,aurad,madnoor
karnataka,bidar,aurad,hakyal
karnataka,bidar,aurad,ramdiyal
karnataka,bidar,aurad,khatgaon
karnataka,bidar,aurad,dongaon makta
karnataka,bidar,aurad,belkuni bhopalgad
karnataka,bidar,aurad,bhavani bijalgaon
karnataka,bidar,aurad,torna
karnataka,bidar,aurad,kotgyal
karnataka,bidar,aurad,rampur
karnataka,bidar,aurad,murg (k)
karnataka,bidar,aurad,balur
karnataka,bidar,aurad,horandi
karnataka,bidar,aurad,chandeshwar
karnataka,bidar,aurad,diggi
karnataka,bidar,aurad,holesamudra
karnataka,bidar,aurad,basnal
karnataka,bidar,aurad,koryal
karnataka,bidar,aurad,sonala
karnataka,bidar,aurad,kalgapur
karnataka,bidar,aurad,hulsoor
karnataka,bidar,aurad,khed
karnataka,bidar,aurad,sawali
karnataka,bidar,aurad,tapshal
karnataka,bidar,aurad,mudhole (k)
karnataka,bidar,aurad,mudhole(b)
karnataka,bidar,aurad,lingadhalli (udgir)
karnataka,bidar,aurad,bembra
karnataka,bidar,aurad,k0rekal
karnataka,bidar,aurad,bedkunda
karnataka,bidar,aurad,chandoori
karnataka,bidar,aurad,sangam
karnataka,bidar,aurad,balad (k)
karnataka,bidar,aurad,balat (b)
karnataka,bidar,aurad,halhalli
karnataka,bidar,aurad,kushnoor thana
karnataka,bidar,aurad,hippalgaon
karnataka,bidar,aurad,belkuni chaudhri
karnataka,bidar,aurad,maskal
karnataka,bidar,aurad,nagur babji
karnataka,bidar,aurad,rakshiyal(b)
karnataka,bidar,aurad,nidoda
karnataka,bidar,aurad,rakshiyal(k)
karnataka,bidar,aurad,nittur (k)
karnataka,bidar,aurad,hedgapur
karnataka,bidar,aurad,dhupatmahagaon
karnataka,bidar,aurad,manganpur
karnataka,bidar,aurad,babli
karnataka,bidar,aurad,bachepalli
karnataka,bidar,aurad,ladha
karnataka,bidar,aurad,hassikeri
karnataka,bidar,aurad,huliyal
karnataka,bidar,aurad,ekamba
karnataka,bidar,aurad,duduknal
karnataka,bidar,aurad,wanmarpalli
karnataka,bidar,aurad,badalgaon
karnataka,bidar,aurad,narayanpur
karnataka,bidar,aurad,narasimhapur
karnataka,bidar,aurad,ganeshpur
karnataka,bidar,aurad,jamlapur
karnataka,bidar,aurad,gondgaon
karnataka,bidar,aurad,khandikeri
karnataka,bidar,aurad,aurad (rural)
karnataka,bidar,aurad,mohmadapur
karnataka,bidar,aurad,allapur
karnataka,bidar,aurad,tegumpur
karnataka,bidar,aurad,kallur
karnataka,bidar,aurad,eklora
karnataka,bidar,aurad,tuljapur
karnataka,bidar,aurad,boral
karnataka,bidar,aurad,mungnal
karnataka,bidar,aurad,mahadongaon
karnataka,bidar,aurad,kappekeri
karnataka,bidar,aurad,jonnekeri
karnataka,bidar,aurad,sundhal
karnataka,bidar,aurad,jaknal
karnataka,bidar,aurad,nandiyal
karnataka,bidar,aurad,manoor (k)
karnataka,bidar,aurad,nagmarpalli
karnataka,bidar,aurad,karanji (b)
karnataka,bidar,aurad,karanji (k)
karnataka,bidar,aurad,raipalli
karnataka,bidar,aurad,itgiyal
karnataka,bidar,aurad,yengunda
karnataka,bidar,aurad,khasimpur
karnataka,bidar,aurad,lingadhalli(jukal)
karnataka,bidar,aurad,naganpalli
karnataka,bidar,aurad,chintaki
karnataka,bidar,aurad,ashoknagar
karnataka,bidar,aurad,beldhal
karnataka,bidar,aurad,bardapur
karnataka,bidar,aurad,lingadhalli(karamungi)
karnataka,bidar,aurad,jojna
karnataka,bidar,aurad,nandi nagoor
karnataka,bidar,aurad,nagoor (muzafar)
karnataka,bidar,aurad,gudpalli
karnataka,bidar,aurad,medpalli
karnataka,bidar,aurad,gandhinagar
karnataka,bidar,aurad,ujani
karnataka,bidar,aurad,sunknal
karnataka,bidar,aurad,chikli janwada
karnataka,bidar,aurad,chatnal
karnataka,bidar,aurad,jeerga(b)
karnataka,bidar,aurad,santhpur
karnataka,bidar,aurad,jeerga (k)
karnataka,bidar,aurad,shambelli
karnataka,bidar,aurad,khasimpur borgi
karnataka,bidar,aurad,borgi (janwada)
karnataka,bidar,aurad,wadgaon deshmukh
karnataka,bidar,aurad,maharajwadi
karnataka,bidar,aurad,jambgi(b)
karnataka,bidar,aurad,belur (narayan-khed)
karnataka,bidar,aurad,mustapur
karnataka,bidar,aurad,kaudgaon
karnataka,bidar,aurad,alur (b)
karnataka,bidar,aurad,alur(k)
karnataka,bidar,aurad,sorhalli
karnataka,bidar,aurad,khanapur
karnataka,bidar,aurad,kushnoor gadi
karnataka,bidar,aurad,pashapur
karnataka,bidar,aurad,ballur janwada
karnataka,bidar,aurad,koutha(k)
karnataka,bidar,aurad,koutha (b)
karnataka,bidar,aurad,kandgoal
karnataka,bidar,aurad,vijayanagar
karnataka,bidar,aurad,wallepur
karnataka,bidar,aurad,kamalnagar (ct)
karnataka,bidar,bidar,siddapur
karnataka,bidar,bidar,sangvi
karnataka,bidar,bidar,yarnhalli (pahilwan)
karnataka,bidar,bidar,bompalli
karnataka,bidar,bidar,yarnalli (deshmukh)
karnataka,bidar,bidar,islampur
karnataka,bidar,bidar,rajnal
karnataka,bidar,bidar,aliamber
karnataka,bidar,bidar,sangahalli
karnataka,bidar,bidar,imampur
karnataka,bidar,bidar,hippalgaon
karnataka,bidar,bidar,chambool
karnataka,bidar,bidar,naulaspur
karnataka,bidar,bidar,sirimandal
karnataka,bidar,bidar,nematabad
karnataka,bidar,bidar,allapur
karnataka,bidar,bidar,vilaspur
karnataka,bidar,bidar,gumtapur
karnataka,bidar,bidar,mahamdapur
karnataka,bidar,bidar,janwada
karnataka,bidar,bidar,markhal
karnataka,bidar,bidar,daddapur
karnataka,bidar,bidar,bahirnahalli
karnataka,bidar,bidar,kanalli
karnataka,bidar,bidar,benakanalli
karnataka,bidar,bidar,chaver fathepur
karnataka,bidar,bidar,kangathi
karnataka,bidar,bidar,chimkod
karnataka,bidar,bidar,chillargi
karnataka,bidar,bidar,basanthpur
karnataka,bidar,bidar,sultanpur (qudem)
karnataka,bidar,bidar,fathepur
karnataka,bidar,bidar,bawalpur
karnataka,bidar,bidar,alamkeri
karnataka,bidar,bidar,chikpet
karnataka,bidar,bidar,nawadgeri
karnataka,bidar,bidar,mamankeri
karnataka,bidar,bidar,dattankeri
karnataka,bidar,bidar,sippalgeri
karnataka,bidar,bidar,gadgi
karnataka,bidar,bidar,khajapur
karnataka,bidar,bidar,mirzapur
karnataka,bidar,bidar,jampad
karnataka,bidar,bidar,ambalpad
karnataka,bidar,bidar,kaplapur (j)
karnataka,bidar,bidar,malegaon
karnataka,bidar,bidar,nandagaon
karnataka,bidar,bidar,hamilapur
karnataka,bidar,bidar,shamrajapur
karnataka,bidar,bidar,kabirwada
karnataka,bidar,bidar,odwada
karnataka,bidar,bidar,tajlapur
karnataka,bidar,bidar,soupur
karnataka,bidar,bidar,ghumma
karnataka,bidar,bidar,rasoolabad
karnataka,bidar,bidar,almaspur
karnataka,bidar,bidar,immamabad
karnataka,bidar,bidar,mirzapur taj
karnataka,bidar,bidar,ashtoor
karnataka,bidar,bidar,malkapur
karnataka,bidar,bidar,sultanpur (j)
karnataka,bidar,bidar,shahpur
karnataka,bidar,bidar,goonalli
karnataka,bidar,bidar,bage-e-gornalli
karnataka,bidar,bidar,bage-shahi
karnataka,bidar,bidar,amlapur
karnataka,bidar,bidar,chitta
karnataka,bidar,bidar,mohillatte-gornalli
karnataka,bidar,bidar,gornalli(b)
karnataka,bidar,bidar,kapplapur (a)
karnataka,bidar,bidar,honnakheri
karnataka,bidar,bidar,chondi
karnataka,bidar,bidar,chouli
karnataka,bidar,bidar,kolhar (k)
karnataka,bidar,bidar,atwal
karnataka,bidar,bidar,andura
karnataka,bidar,bidar,khadernagar
karnataka,bidar,bidar,kolhar (b)
karnataka,bidar,bidar,nizampur
karnataka,bidar,bidar,secundrapur
karnataka,bidar,bidar,bakchawadi
karnataka,bidar,bidar,bellura
karnataka,bidar,bidar,zamistanpur
karnataka,bidar,bidar,kamthana
karnataka,bidar,bidar,ayazpur
karnataka,bidar,bidar,yadlapur
karnataka,bidar,bidar,qutubabad
karnataka,bidar,bidar,ranjolkheni
karnataka,bidar,bidar,sangolgi
karnataka,bidar,bidar,nelwad
karnataka,bidar,bidar,baugi
karnataka,bidar,bidar,shamshirnager
karnataka,bidar,bidar,kangankot
karnataka,bidar,bidar,madaknalli
karnataka,bidar,bidar,malik mirzapur
karnataka,bidar,bidar,kasimpur (pan)
karnataka,bidar,bidar,kadwad
karnataka,bidar,bidar,sirsi (a)
karnataka,bidar,bidar,hochaknalli
karnataka,bidar,bidar,sirkatnalli
karnataka,bidar,bidar,aurad (s)
karnataka,bidar,bidar,kasimpur (chitgoppa)
karnataka,bidar,bidar,baridabad
karnataka,bidar,bidar,chatnalli
karnataka,bidar,bidar,honaddi
karnataka,bidar,bidar,bagdal
karnataka,bidar,bidar,bahirnalli
karnataka,bidar,bidar,nidwancha
karnataka,bidar,bidar,indira nagar
karnataka,bidar,bidar,paterpalli
karnataka,bidar,bidar,shekapur
karnataka,bidar,bidar,budhera
karnataka,bidar,bidar,telang - mirzapur
karnataka,bidar,bidar,ghodepalli
karnataka,bidar,bidar,nagora
karnataka,bidar,bidar,satoli
karnataka,bidar,bidar,yakatpur
karnataka,bidar,bidar,manhalli
karnataka,bidar,bidar,gouspur
karnataka,bidar,bidar,barur
karnataka,bidar,bidar,chintalgera
karnataka,bidar,bidar,dharmapur
karnataka,bidar,bidar,hokrana(b)
karnataka,bidar,bidar,hokrana(k)
karnataka,bidar,bidar,tadpalli
karnataka,bidar,bidar,gandhi nagar
karnataka,bidar,bidar,sindhol
karnataka,bidar,bidar,rekulgi
karnataka,bidar,bidar,bambalgi
karnataka,bidar,bidar,bapur
karnataka,bidar,bidar,magdal
karnataka,bidar,bidar,markunda
karnataka,bidar,bidar,bhangoor
karnataka,bidar,bidar,rajgera
karnataka,bidar,bidar,bag - e - karanja (og)
karnataka,bidar,bidar,aliabad (og)
karnataka,bidar,homnabad,homnabad
karnataka,bidar,homnabad,ghatboral
karnataka,bidar,homnabad,ghodwadi
karnataka,bidar,homnabad,hunsnal
karnataka,bidar,homnabad,kumarchincholi
karnataka,bidar,homnabad,handikhera
karnataka,bidar,homnabad,sultanabad
karnataka,bidar,homnabad,mugnoor
karnataka,bidar,homnabad,dubalgundi
karnataka,bidar,homnabad,othagi
karnataka,bidar,homnabad,chandanalli
karnataka,bidar,homnabad,sonkhera
karnataka,bidar,homnabad,hunsgera
karnataka,bidar,homnabad,kankatta
karnataka,bidar,homnabad,sedol
karnataka,bidar,homnabad,warwatti (k)
karnataka,bidar,homnabad,chinkera
karnataka,bidar,homnabad,jalasangi
karnataka,bidar,homnabad,kabeerabad
karnataka,bidar,homnabad,namdapur
karnataka,bidar,homnabad,hallikhed (b)
karnataka,bidar,homnabad,sindbandigi
karnataka,bidar,homnabad,atiwal
karnataka,bidar,homnabad,dakulgi
karnataka,bidar,homnabad,ameerabad
karnataka,bidar,homnabad,shakargunj
karnataka,bidar,homnabad,hilalpur
karnataka,bidar,homnabad,markhal
karnataka,bidar,homnabad,bothagi
karnataka,bidar,homnabad,allura
karnataka,bidar,homnabad,benchincholi
karnataka,bidar,homnabad,malkapur
karnataka,bidar,homnabad,madargaon
karnataka,bidar,homnabad,nimbura
karnataka,bidar,homnabad,sitalgera
karnataka,bidar,homnabad,molkhera
karnataka,bidar,homnabad,gadawanti
karnataka,bidar,homnabad,maniknagar
karnataka,bidar,homnabad,dhumansoor
karnataka,bidar,homnabad,nandagaon
karnataka,bidar,homnabad,kappargaon
karnataka,bidar,homnabad,hudgi
karnataka,bidar,homnabad,humnabad (rural)
karnataka,bidar,homnabad,mustapur
karnataka,bidar,homnabad,hallikhed (k)
karnataka,bidar,homnabad,kallur
karnataka,bidar,homnabad,kathalli
karnataka,bidar,homnabad,chitkota
karnataka,bidar,homnabad,borampalli
karnataka,bidar,homnabad,hankuni
karnataka,bidar,homnabad,sindankera
karnataka,bidar,homnabad,chitgoppa (rural)
karnataka,bidar,homnabad,hippargaon
karnataka,bidar,homnabad,wadankera
karnataka,bidar,homnabad,taimadgi
karnataka,bidar,homnabad,kandgoal
karnataka,bidar,homnabad,madgul
karnataka,bidar,homnabad,shamtabad
karnataka,bidar,homnabad,baskernagar
karnataka,bidar,homnabad,itga
karnataka,bidar,homnabad,walkhandi
karnataka,bidar,homnabad,rampur
karnataka,bidar,homnabad,mudnal
karnataka,bidar,homnabad,gurdal
karnataka,bidar,homnabad,kodambal
karnataka,bidar,homnabad,mustari
karnataka,bidar,homnabad,belkera
karnataka,bidar,homnabad,bannalli
karnataka,bidar,homnabad,mangalgi
karnataka,bidar,homnabad,nagankera
karnataka,bidar,homnabad,nirna
karnataka,bidar,homnabad,udbal
karnataka,bidar,homnabad,muthangi
karnataka,bidar,homnabad,bashirapur
karnataka,bidar,homnabad,madargi
karnataka,bidar,homnabad,bhadrapur
karnataka,bidar,homnabad,devgir
karnataka,bidar,homnabad,alipur
karnataka,bidar,homnabad,boral
karnataka,bidar,homnabad,mannaekhalli
karnataka,bidar,homnabad,meenkhera
karnataka,bidar,homnabad,bemalkheda
karnataka,bidar,homnabad,polakpalli
karnataka,bidar,homnabad,karpakpalli
karnataka,bidar,homnabad,changler
karnataka,bidar,homnabad,saidapur
karnataka,bidar,homnabad,karaknalli
karnataka,bidar,homnabad,udamnalli
karnataka,raichur,raichur,raichur
karnataka,raichur,lingsugur,lingsugur
karnataka,raichur,lingsugur,upanhal
karnataka,raichur,lingsugur,ankanhal
karnataka,raichur,lingsugur,tondihal
karnataka,raichur,lingsugur,mallapur
karnataka,raichur,lingsugur,halkawatgi
karnataka,raichur,lingsugur,palgal dinni
karnataka,raichur,lingsugur,tumbalgaddi
karnataka,raichur,lingsugur,rampur
karnataka,raichur,lingsugur,nagarhal
karnataka,raichur,lingsugur,bhogapur
karnataka,raichur,lingsugur,baiyapur
karnataka,raichur,lingsugur,khairwadgi
karnataka,raichur,lingsugur,bandisunkapur
karnataka,raichur,lingsugur,bommanhal
karnataka,raichur,lingsugur,sajjalagudda
karnataka,raichur,lingsugur,komnur
karnataka,raichur,lingsugur,lukkihal(big)
karnataka,raichur,lingsugur,lukkihal(small)
karnataka,raichur,lingsugur,uppar nandihal
karnataka,raichur,lingsugur,killar hatti
karnataka,raichur,lingsugur,ashihal
karnataka,raichur,lingsugur,advibhavi (mudgal)
karnataka,raichur,lingsugur,kannapur hatti
karnataka,raichur,lingsugur,mudgal(rural)
karnataka,raichur,lingsugur,jantapur
karnataka,raichur,lingsugur,yerdihal(khurd)
karnataka,raichur,lingsugur,yerdihal(big)
karnataka,raichur,lingsugur,amdihal
karnataka,raichur,lingsugur,bellihal
karnataka,raichur,lingsugur,kansavi
karnataka,raichur,lingsugur,adapur
karnataka,raichur,lingsugur,komlapur
karnataka,raichur,lingsugur,ramatnal
karnataka,raichur,lingsugur,byalihal
karnataka,raichur,lingsugur,wandali
karnataka,raichur,lingsugur,turadgi
karnataka,raichur,lingsugur,arya-bhogapur
karnataka,raichur,lingsugur,hunoor
karnataka,raichur,lingsugur,makapur
karnataka,raichur,lingsugur,talekat
karnataka,raichur,lingsugur,marli
karnataka,raichur,lingsugur,bannigol
karnataka,raichur,lingsugur,piklihal
karnataka,raichur,lingsugur,ulimeshwar
karnataka,raichur,lingsugur,vyakarnhal
karnataka,raichur,lingsugur,nagalapur
karnataka,raichur,lingsugur,heggapur
karnataka,raichur,lingsugur,chattar
karnataka,raichur,lingsugur,todki
karnataka,raichur,lingsugur,kumarkhed
karnataka,raichur,lingsugur,nowli
karnataka,raichur,lingsugur,kamaldinni
karnataka,raichur,lingsugur,chittapur
karnataka,raichur,lingsugur,jawoor(small)
karnataka,raichur,lingsugur,jawoor(big)
karnataka,raichur,lingsugur,roudal banda
karnataka,raichur,lingsugur,jungi-rampur
karnataka,raichur,lingsugur,upperi (small)
karnataka,raichur,lingsugur,sunkal
karnataka,raichur,lingsugur,halbhavi
karnataka,raichur,lingsugur,gorebal
karnataka,raichur,lingsugur,yargunti
karnataka,raichur,lingsugur,upperi(big)
karnataka,raichur,lingsugur,toral benchi
karnataka,raichur,lingsugur,nandihal
karnataka,raichur,lingsugur,bendona
karnataka,raichur,lingsugur,narakaladinni
karnataka,raichur,lingsugur,julgudda
karnataka,raichur,lingsugur,hanumangudda(hosur)
karnataka,raichur,lingsugur,anahosur
karnataka,raichur,lingsugur,eachanhal
karnataka,raichur,lingsugur,kesarhatti
karnataka,raichur,lingsugur,jalibenchi
karnataka,raichur,lingsugur,mincheri
karnataka,raichur,lingsugur,kalapur
karnataka,raichur,lingsugur,aidanhal
karnataka,raichur,lingsugur,yalagaladinni
karnataka,raichur,lingsugur,huligudda
karnataka,raichur,lingsugur,karadakal
karnataka,raichur,lingsugur,adavibhavi
karnataka,raichur,lingsugur,neeralkera
karnataka,raichur,lingsugur,margatnal
karnataka,raichur,lingsugur,chitranhal
karnataka,raichur,lingsugur,gundasagar
karnataka,raichur,lingsugur,kachapur
karnataka,raichur,lingsugur,mavinbhavi
karnataka,raichur,lingsugur,bhupur
karnataka,raichur,lingsugur,kallilingsugur
karnataka,raichur,lingsugur,hunkunti
karnataka,raichur,lingsugur,lingsugur(rural)
karnataka,raichur,lingsugur,kuppigudda
karnataka,raichur,lingsugur,sarjapur
karnataka,raichur,lingsugur,gonwar
karnataka,raichur,lingsugur,amarawati
karnataka,raichur,lingsugur,basapur
karnataka,raichur,lingsugur,jungamarhalli
karnataka,raichur,lingsugur,hoovinabhavi
karnataka,raichur,lingsugur,buddinni
karnataka,raichur,lingsugur,sanbal
karnataka,raichur,lingsugur,jaldurga
karnataka,raichur,lingsugur,yalgundi
karnataka,raichur,lingsugur,yaragudi
karnataka,raichur,lingsugur,kadadargaddi
karnataka,raichur,lingsugur,hanchinal
karnataka,raichur,lingsugur,shilahalli
karnataka,raichur,lingsugur,gonwatla
karnataka,raichur,lingsugur,guntagola
karnataka,raichur,lingsugur,ramalooti
karnataka,raichur,lingsugur,aidbhavi
karnataka,raichur,lingsugur,tanmankal
karnataka,raichur,lingsugur,raidurga
karnataka,raichur,lingsugur,gadgi
karnataka,raichur,lingsugur,pai doddi
karnataka,raichur,lingsugur,golpalli
karnataka,raichur,lingsugur,yarjanti
